tpid	tp_name	genename1	genename2	tp_moatype	tp_tcrd_tdl	gosemsinbp	gosemsincc	gosemsinmf	tp_keggpathways_no	tp_reactomepathways_no	tp_wikipathways_no	tp_associateddrugs_no	tp_associateddiseases_no
TP00428	CD276;CTLA4	CD276	CTLA4	CET+CIT	Tbio+Tclin	0.509	0.54	1.0	1	0	1	2	8
TP00429	CD276;EGFR	CD276	EGFR	CIT+CIT	Tbio+Tclin	0.21	0.363	0.474	0	0	0	1	1
TP00430	CD276;LAG3	CD276	LAG3	CET+CIT	Tbio+Tclin	0.581	0.849	0.699	0	0	0	1	1
TP00431	CD276;PDCD1	CD276	PDCD1	CET+CIT	Tbio+Tclin	0.399	0.941	1.0	1	0	1	7	10
TP00432	CD28;CTLA4	CD28	CTLA4	CET+CET	Tbio+Tclin	0.429	0.833	1.0	4	0	7	1	1
TP00433	CD28;EGFR	CD28	EGFR	CET+CIT	Tbio+Tclin	0.425	0.616	0.56	1	3	0	1	1
TP00434	CD28;FOLH1	CD28	FOLH1	CET+CET	Tbio+Tclin	0.122	0.802	0.289	0	0	0	1	1
TP00435	CD28;MUC16	CD28	MUC16	CET+CIT	Tbio+Tbio	0.268	0.576	1.0	0	0	0	1	1
TP00436	CD28;PDCD1	CD28	PDCD1	CET+CET	Tbio+Tclin	0.375	0.72	1.0	3	0	3	3	2
TP00437	CD33;CD3D	CD33	CD3D	CET+CIT	Tclin+Tclin	0.326	0.666	0.725	1	1	0	5	3
TP00438	CD33;CD3E	CD33	CD3E	CET+CIT	Tclin+Tclin	0.453	0.686	0.648	1	1	0	5	3
TP00439	CD33;CD3G	CD33	CD3G	CET+CIT	Tclin+Tclin	0.373	0.697	0.654	1	1	0	5	3
TP00440	CD33;CRBN	CD33	CRBN	CIT+CIT	Tclin+Tclin	0.21	0.522	0.602	0	0	0	1	1
TP00441	CD33;PDCD1	CD33	PDCD1	CET+CIT	Tclin+Tclin	0.307	0.577	1.0	0	0	0	1	1
TP00442	CD37;MS4A1	CD37	MS4A1	CET+CIT	Tbio+Tclin	nan	0.749	1.0	1	0	0	1	1
TP00443	CD37;PIK3CD	CD37	PIK3CD	CET+CIT	Tbio+Tclin	nan	0.638	1.0	0	0	0	1	1
TP00444	CD38;CD3D	CD38	CD3D	CET+CET	Tclin+Tclin	0.247	0.66	0.415	1	0	0	6	3
TP00445	CD38;CD3E	CD38	CD3E	CET+CET	Tclin+Tclin	0.398	0.611	0.404	1	0	0	6	3
TP00446	CD38;CD3G	CD38	CD3G	CET+CET	Tclin+Tclin	0.282	0.611	0.395	1	0	0	6	3
TP00447	CD38;CD47	CD38	CD47	CET+CET	Tchem+Tclin	0.314	0.832	0.331	0	0	0	3	2
TP00448	CD38;CRBN	CD38	CRBN	CET+CIT	Tclin+Tclin	0.171	0.605	0.358	0	0	0	5	5
TP00449	CD38;ICAM1	CD38	ICAM1	CET+CIT	Tchem+Tclin	0.262	0.742	0.317	0	0	0	1	3
TP00450	CD38;IL15	CD38	IL15	CET+CET	Tchem+Tclin	0.377	0.588	0.354	0	0	0	1	1
TP00451	CD38;IL15RA	CD38	IL15RA	CET+CET	Tbio+Tclin	0.229	0.751	0.301	0	0	0	1	1
TP00452	CD38;PDCD1	CD38	PDCD1	CET+CET	Tclin+Tclin	0.308	0.65	0.788	0	0	0	4	4
TP00453	CD38;TIGIT	CD38	TIGIT	CET+CET	Tbio+Tclin	0.137	0.734	0.463	0	0	0	1	2
TP00454	CD38;TNFRSF17	CD38	TNFRSF17	CET+CIT	Tclin+Tclin	0.324	0.66	0.322	0	0	0	1	1
TP00455	CD3D;CDH17	CD3D	CDH17	CET+CIT	Tbio+Tclin	0.362	0.647	0.547	0	0	0	1	4
TP00456	CD3D;CDH3	CD3D	CDH3	CET+CIT	Tbio+Tclin	0.233	0.727	0.494	0	0	0	1	1
TP00457	CD3D;CEACAM5	CD3D	CEACAM5	CET+CIT	Tbio+Tclin	0.177	0.609	0.737	0	0	0	3	3
TP00458	CD3D;CLDN18	CD3D	CLDN18	CET+CIT	Tbio+Tclin	0.265	0.656	0.759	0	0	0	4	3
TP00459	CD3D;CLDN6	CD3D	CLDN6	CET+CIT	Tbio+Tclin	0.157	0.665	0.711	0	0	0	3	3
TP00460	CD3D;CLEC12A	CD3D	CLEC12A	CET+CIT	Tbio+Tclin	nan	0.692	0.622	0	0	0	1	1
TP00461	CD3D;CRBN	CD3D	CRBN	CET+CIT	Tclin+Tclin	0.142	0.605	0.685	0	0	0	3	2
TP00462	CD3D;CTLA4	CD3D	CTLA4	CET+CET	Tclin+Tclin	0.322	0.735	1.0	1	0	2	1	1
TP00463	CD3D;DLL3	CD3D	DLL3	CET+CIT	Tbio+Tclin	0.387	1.0	0.445	1	0	0	3	5
TP00464	CD3D;EGFR	CD3D	EGFR	CET+CIT	Tclin+Tclin	0.285	0.607	0.578	1	2	1	5	5
TP00465	CD3D;ENPP3	CD3D	ENPP3	CET+CIT	Tchem+Tclin	0.15	0.695	0.217	0	0	0	1	1
TP00466	CD3D;EPCAM	CD3D	EPCAM	CET+CIT	Tbio+Tclin	0.32	0.646	0.662	0	0	0	4	6
TP00467	CD3D;ERBB2	CD3D	ERBB2	CET+CIT	Tclin+Tclin	0.353	0.715	0.677	0	0	0	5	2
TP00468	CD3D;FAP	CD3D	FAP	CET+CIT	Tchem+Tclin	0.212	0.622	0.516	0	0	0	1	2
TP00469	CD3D;FCRL5	CD3D	FCRL5	CET+CET	Tbio+Tclin	1.0	0.505	0.958	0	0	0	1	1
TP00470	CD3D;FLT3	CD3D	FLT3	CET+CIT	Tclin+Tclin	0.372	0.645	0.572	1	0	1	2	2
TP00471	CD3D;FOLH1	CD3D	FOLH1	CET+CET	Tclin+Tclin	0.091	0.687	0.28	0	0	0	9	5
TP00472	CD3D;GPA33	CD3D	GPA33	CET+CIT	Tbio+Tclin	nan	0.595	0.873	0	0	0	1	1
TP00473	CD3D;GPC3	CD3D	GPC3	CET+CIT	Tbio+Tclin	0.288	0.574	0.616	0	0	0	2	2
TP00474	CD3D;GPRC5D	CD3D	GPRC5D	CET+CIT	Tbio+Tclin	0.465	0.638	0.753	0	0	0	2	1
TP00475	CD3D;GSAP	CD3D	GSAP	CET+CIT	Tchem+Tclin	0.109	0.486	0.664	0	0	0	1	1
TP00476	CD3D;GUCY2C	CD3D	GUCY2C	CET+CIT	Tclin+Tclin	0.486	0.688	0.496	0	0	0	1	3
TP00477	CD3D;HLA-G	CD3D	HLA-G	CET+CET	Tbio+Tclin	0.22	0.617	0.742	3	1	1	1	1
TP00478	CD3D;IL3RA	CD3D	IL3RA	CET+CIT	Tclin+Tclin	0.485	0.738	0.806	1	0	0	6	3
TP00479	CD3D;KLK2	CD3D	KLK2	CET+CIT	Tchem+Tclin	0.09	0.363	0.099	0	0	0	1	1
TP00480	CD3D;LY6G6D	CD3D	LY6G6D	CET+CIT	Tbio+Tclin	0.424	0.613	0.716	0	0	0	1	1
TP00481	CD3D;MAGEA4	CD3D	MAGEA4	CET+CIT	Tbio+Tclin	0.229	0.299	0.715	0	0	0	2	1
TP00482	CD3D;MS4A1	CD3D	MS4A1	CET+CIT	Tclin+Tclin	0.405	0.621	0.692	1	0	0	13	6
TP00483	CD3D;MUC16	CD3D	MUC16	CET+CIT	Tbio+Tclin	0.243	0.624	1.0	0	0	0	2	2
TP00484	CD3D;MUC17	CD3D	MUC17	CET+CIT	Tbio+Tclin	0.285	0.698	0.633	0	0	0	1	3
TP00485	CD3D;NCR3LG1	CD3D	NCR3LG1	CET+CET	Tbio+Tclin	0.275	0.704	0.701	0	1	0	1	5
TP00486	CD3D;PDCD1	CD3D	PDCD1	CET+CET	Tclin+Tclin	0.249	0.763	1.0	2	1	2	14	15
TP00487	CD3D;PMEL	CD3D	PMEL	CET+CIT	Tclin+Tclin	0.114	0.601	0.835	0	0	0	1	1
TP00488	CD3D;PRAME	CD3D	PRAME	CET+CIT	Tbio+Tclin	0.28	0.607	0.595	0	0	0	1	1
TP00489	CD3D;ROR1	CD3D	ROR1	CET+CIT	Tbio+Tclin	0.288	0.646	0.724	0	0	0	2	3
TP00490	CD3D;SLAMF7	CD3D	SLAMF7	CET+CIT	Tclin+Tclin	0.309	0.763	1.0	0	1	0	1	1
TP00491	CD3D;SSTR2	CD3D	SSTR2	CET+CIT	Tclin+Tclin	0.358	0.674	0.71	0	0	0	1	3
TP00492	CD3D;STEAP1	CD3D	STEAP1	CET+CIT	Tbio+Tclin	0.148	0.634	0.272	0	0	0	1	1
TP00493	CD3D;TMEFF2	CD3D	TMEFF2	CET+CIT	Tbio+Tclin	0.208	0.661	0.727	0	0	0	1	1
TP00494	CD3D;TNFRSF17	CD3D	TNFRSF17	CET+CIT	Tclin+Tclin	0.511	0.694	0.873	0	0	0	13	1
TP00495	CD3D;TPBG	CD3D	TPBG	CET+CIT	Tbio+Tclin	0.26	0.59	nan	0	0	0	1	1
TP00496	CD3D;TYRP1	CD3D	TYRP1	CET+CIT	Tbio+Tclin	0.144	0.666	0.547	0	0	0	1	1
TP00497	CD3D;VTCN1	CD3D	VTCN1	CET+CIT	Tbio+Tclin	0.245	0.663	0.606	0	0	0	2	3
TP00498	CD3E;CDH17	CD3E	CDH17	CET+CIT	Tbio+Tclin	0.353	0.649	0.551	0	0	0	1	4
TP00499	CD3E;CDH3	CD3E	CDH3	CET+CIT	Tbio+Tclin	0.384	0.685	0.437	0	0	0	1	1
TP00500	CD3E;CEACAM5	CD3E	CEACAM5	CET+CIT	Tbio+Tclin	0.241	0.631	0.648	0	0	0	3	3
TP00501	CD3E;CLDN18	CD3E	CLDN18	CET+CIT	Tbio+Tclin	0.289	0.618	0.659	0	0	0	4	3
TP00502	CD3E;CLDN6	CD3E	CLDN6	CET+CIT	Tbio+Tclin	0.189	0.628	0.638	0	0	0	3	3
TP00503	CD3E;CLEC12A	CD3E	CLEC12A	CET+CIT	Tbio+Tclin	nan	0.57	0.57	0	0	0	1	1
TP00504	CD3E;CRBN	CD3E	CRBN	CET+CIT	Tclin+Tclin	0.206	0.491	0.608	0	0	0	3	2
TP00505	CD3E;CTLA4	CD3E	CTLA4	CET+CET	Tclin+Tclin	0.337	0.686	1.0	1	0	1	1	1
TP00506	CD3E;DLL3	CD3E	DLL3	CET+CIT	Tbio+Tclin	0.335	0.67	0.4	1	0	0	3	5
TP00507	CD3E;EGFR	CD3E	EGFR	CET+CIT	Tclin+Tclin	0.464	0.607	0.581	1	0	0	5	5
TP00508	CD3E;ENPP3	CD3E	ENPP3	CET+CIT	Tchem+Tclin	0.187	0.552	0.21	0	0	0	1	1
TP00509	CD3E;EPCAM	CD3E	EPCAM	CET+CIT	Tbio+Tclin	0.378	0.632	0.607	0	0	0	4	6
TP00510	CD3E;ERBB2	CD3E	ERBB2	CET+CIT	Tclin+Tclin	0.515	0.663	0.64	0	0	0	5	2
TP00511	CD3E;FAP	CD3E	FAP	CET+CIT	Tchem+Tclin	0.293	0.58	0.523	0	0	0	1	2
TP00512	CD3E;FCRL5	CD3E	FCRL5	CET+CET	Tbio+Tclin	1.0	0.542	0.751	0	0	0	1	1
TP00513	CD3E;FLT3	CD3E	FLT3	CET+CIT	Tclin+Tclin	0.496	0.692	0.561	1	0	0	2	2
TP00514	CD3E;FOLH1	CD3E	FOLH1	CET+CET	Tclin+Tclin	0.12	0.654	0.283	0	0	0	9	5
TP00515	CD3E;GPA33	CD3E	GPA33	CET+CIT	Tbio+Tclin	nan	0.618	0.704	0	0	0	1	1
TP00516	CD3E;GPC3	CD3E	GPC3	CET+CIT	Tbio+Tclin	0.367	0.65	0.561	0	0	0	2	2
TP00517	CD3E;GPRC5D	CD3E	GPRC5D	CET+CIT	Tbio+Tclin	0.353	0.607	0.649	0	0	0	2	1
TP00518	CD3E;GSAP	CD3E	GSAP	CET+CIT	Tchem+Tclin	0.154	0.672	0.588	0	0	0	1	1
TP00519	CD3E;GUCY2C	CD3E	GUCY2C	CET+CIT	Tclin+Tclin	0.389	0.633	0.495	0	0	0	1	3
TP00520	CD3E;HLA-G	CD3E	HLA-G	CET+CET	Tbio+Tclin	0.436	0.601	0.676	3	1	0	1	1
TP00521	CD3E;IL3RA	CD3E	IL3RA	CET+CIT	Tclin+Tclin	0.239	0.628	0.692	1	0	0	6	3
TP00522	CD3E;KLK2	CD3E	KLK2	CET+CIT	Tchem+Tclin	0.113	0.371	0.099	0	0	0	1	1
TP00523	CD3E;LY6G6D	CD3E	LY6G6D	CET+CIT	Tbio+Tclin	0.234	0.619	0.627	0	0	0	1	1
TP00524	CD3E;MAGEA4	CD3E	MAGEA4	CET+CIT	Tbio+Tclin	0.271	0.353	0.645	0	0	0	2	1
TP00525	CD3E;MS4A1	CD3E	MS4A1	CET+CIT	Tclin+Tclin	0.417	0.67	0.634	1	0	0	13	6
TP00526	CD3E;MUC16	CD3E	MUC16	CET+CIT	Tbio+Tclin	0.392	0.598	1.0	0	0	0	2	2
TP00527	CD3E;MUC17	CD3E	MUC17	CET+CIT	Tbio+Tclin	0.285	0.669	0.577	0	0	0	1	3
TP00528	CD3E;NCR3LG1	CD3E	NCR3LG1	CET+CET	Tbio+Tclin	0.281	0.585	0.609	0	1	0	1	5
TP00529	CD3E;PDCD1	CD3E	PDCD1	CET+CET	Tclin+Tclin	0.319	0.639	1.0	2	1	1	14	15
TP00530	CD3E;PMEL	CD3E	PMEL	CET+CIT	Tclin+Tclin	0.105	0.705	0.683	0	0	0	1	1
TP00531	CD3E;PRAME	CD3E	PRAME	CET+CIT	Tbio+Tclin	0.375	0.601	0.62	0	0	0	1	1
TP00532	CD3E;ROR1	CD3E	ROR1	CET+CIT	Tbio+Tclin	0.381	0.641	0.647	0	0	0	2	3
TP00533	CD3E;SLAMF7	CD3E	SLAMF7	CET+CIT	Tclin+Tclin	0.279	0.639	1.0	0	1	0	1	1
TP00534	CD3E;SSTR2	CD3E	SSTR2	CET+CIT	Tclin+Tclin	0.385	0.668	0.643	0	0	0	1	3
TP00535	CD3E;STEAP1	CD3E	STEAP1	CET+CIT	Tbio+Tclin	0.13	0.736	0.248	0	0	0	1	1
TP00536	CD3E;TMEFF2	CD3E	TMEFF2	CET+CIT	Tbio+Tclin	0.232	0.592	0.643	0	0	0	1	1
TP00537	CD3E;TNFRSF17	CD3E	TNFRSF17	CET+CIT	Tclin+Tclin	0.404	0.628	0.704	0	0	0	13	1
TP00538	CD3E;TPBG	CD3E	TPBG	CET+CIT	Tbio+Tclin	0.33	0.744	nan	0	0	0	1	1
TP00539	CD3E;TYRP1	CD3E	TYRP1	CET+CIT	Tbio+Tclin	0.15	0.419	0.529	0	0	0	1	1
TP00540	CD3E;VTCN1	CD3E	VTCN1	CET+CIT	Tbio+Tclin	0.496	0.535	0.555	0	0	0	2	3
TP00541	CD3G;CDH17	CD3G	CDH17	CET+CIT	Tbio+Tclin	0.476	0.592	0.54	0	0	0	1	4
TP00542	CD3G;CDH3	CD3G	CDH3	CET+CIT	Tbio+Tclin	0.262	0.653	0.458	0	0	0	1	1
TP00543	CD3G;CEACAM5	CD3G	CEACAM5	CET+CIT	Tbio+Tclin	0.295	0.64	0.656	0	0	0	3	3
TP00544	CD3G;CLDN18	CD3G	CLDN18	CET+CIT	Tbio+Tclin	0.31	0.588	0.669	0	0	0	4	3
TP00545	CD3G;CLDN6	CD3G	CLDN6	CET+CIT	Tbio+Tclin	0.27	0.604	0.643	0	0	0	3	3
TP00546	CD3G;CLEC12A	CD3G	CLEC12A	CET+CIT	Tbio+Tclin	nan	0.634	0.559	0	0	0	1	1
TP00547	CD3G;CRBN	CD3G	CRBN	CET+CIT	Tclin+Tclin	0.249	0.585	0.606	0	0	0	3	2
TP00548	CD3G;CTLA4	CD3G	CTLA4	CET+CET	Tclin+Tclin	0.341	0.769	1.0	1	0	1	1	1
TP00549	CD3G;DLL3	CD3G	DLL3	CET+CIT	Tbio+Tclin	0.295	0.67	0.414	1	0	0	3	5
TP00550	CD3G;EGFR	CD3G	EGFR	CET+CIT	Tclin+Tclin	0.305	0.596	0.562	1	2	0	5	5
TP00551	CD3G;ENPP3	CD3G	ENPP3	CET+CIT	Tchem+Tclin	0.202	0.636	0.209	0	0	0	1	1
TP00552	CD3G;EPCAM	CD3G	EPCAM	CET+CIT	Tbio+Tclin	0.3	0.599	0.605	0	0	0	4	6
TP00553	CD3G;ERBB2	CD3G	ERBB2	CET+CIT	Tclin+Tclin	0.365	0.706	0.643	0	0	0	5	2
TP00554	CD3G;FAP	CD3G	FAP	CET+CIT	Tchem+Tclin	0.282	0.561	0.511	0	0	0	1	2
TP00555	CD3G;FCRL5	CD3G	FCRL5	CET+CET	Tbio+Tclin	1.0	0.573	0.79	0	0	0	1	1
TP00556	CD3G;FLT3	CD3G	FLT3	CET+CIT	Tclin+Tclin	0.409	0.704	0.555	1	0	0	2	2
TP00557	CD3G;FOLH1	CD3G	FOLH1	CET+CET	Tclin+Tclin	0.119	0.724	0.274	0	0	0	9	5
TP00558	CD3G;GPA33	CD3G	GPA33	CET+CIT	Tbio+Tclin	nan	0.667	0.729	0	0	0	1	1
TP00559	CD3G;GPC3	CD3G	GPC3	CET+CIT	Tbio+Tclin	0.283	0.578	0.546	0	0	0	2	2
TP00560	CD3G;GPRC5D	CD3G	GPRC5D	CET+CIT	Tbio+Tclin	0.299	0.571	0.657	0	0	0	2	1
TP00561	CD3G;GSAP	CD3G	GSAP	CET+CIT	Tchem+Tclin	0.081	0.401	0.58	0	0	0	1	1
TP00562	CD3G;GUCY2C	CD3G	GUCY2C	CET+CIT	Tclin+Tclin	0.394	0.614	0.478	0	0	0	1	3
TP00563	CD3G;HLA-G	CD3G	HLA-G	CET+CET	Tbio+Tclin	0.265	0.594	0.687	3	1	0	1	1
TP00564	CD3G;IL3RA	CD3G	IL3RA	CET+CIT	Tclin+Tclin	0.3	0.684	0.709	1	0	0	6	3
TP00565	CD3G;KLK2	CD3G	KLK2	CET+CIT	Tchem+Tclin	0.085	0.337	0.099	0	0	0	1	1
TP00566	CD3G;LY6G6D	CD3G	LY6G6D	CET+CIT	Tbio+Tclin	0.249	0.586	0.629	0	0	0	1	1
TP00567	CD3G;MAGEA4	CD3G	MAGEA4	CET+CIT	Tbio+Tclin	0.256	0.275	0.652	0	0	0	2	1
TP00568	CD3G;MS4A1	CD3G	MS4A1	CET+CIT	Tclin+Tclin	0.509	0.663	0.638	1	0	0	13	6
TP00569	CD3G;MUC16	CD3G	MUC16	CET+CIT	Tbio+Tclin	0.469	0.564	1.0	0	0	0	2	2
TP00570	CD3G;MUC17	CD3G	MUC17	CET+CIT	Tbio+Tclin	0.403	0.645	0.567	0	0	0	1	3
TP00571	CD3G;NCR3LG1	CD3G	NCR3LG1	CET+CET	Tbio+Tclin	0.275	0.635	0.607	0	1	0	1	5
TP00572	CD3G;PDCD1	CD3G	PDCD1	CET+CET	Tclin+Tclin	0.333	0.709	1.0	2	1	1	14	15
TP00573	CD3G;PMEL	CD3G	PMEL	CET+CIT	Tclin+Tclin	0.159	0.614	0.702	0	0	0	1	1
TP00574	CD3G;PRAME	CD3G	PRAME	CET+CIT	Tbio+Tclin	0.322	0.579	0.621	0	0	0	1	1
TP00575	CD3G;ROR1	CD3G	ROR1	CET+CIT	Tbio+Tclin	0.249	0.672	0.653	0	0	0	2	3
TP00576	CD3G;SLAMF7	CD3G	SLAMF7	CET+CIT	Tclin+Tclin	0.438	0.709	1.0	0	1	0	1	1
TP00577	CD3G;SSTR2	CD3G	SSTR2	CET+CIT	Tclin+Tclin	0.313	0.78	0.648	0	0	0	1	3
TP00578	CD3G;STEAP1	CD3G	STEAP1	CET+CIT	Tbio+Tclin	0.28	0.677	0.259	0	0	0	1	1
TP00579	CD3G;TMEFF2	CD3G	TMEFF2	CET+CIT	Tbio+Tclin	0.215	0.596	0.651	0	0	0	1	1
TP00580	CD3G;TNFRSF17	CD3G	TNFRSF17	CET+CIT	Tclin+Tclin	0.391	0.625	0.729	0	0	0	13	1
TP00581	CD3G;TPBG	CD3G	TPBG	CET+CIT	Tbio+Tclin	0.292	0.626	nan	0	0	0	1	1
TP00582	CD3G;TYRP1	CD3G	TYRP1	CET+CIT	Tbio+Tclin	0.177	0.61	0.512	0	0	0	1	1
TP00583	CD3G;VTCN1	CD3G	VTCN1	CET+CIT	Tbio+Tclin	0.293	0.611	0.584	0	0	0	2	3
TP00584	CD40;CSF1R	CD40	CSF1R	CET+CET	Tchem+Tclin	0.501	0.786	0.533	2	0	0	2	2
TP00585	CD40;EGFR	CD40	EGFR	CET+CIT	Tchem+Tclin	0.466	0.614	0.603	0	0	0	1	1
TP00586	CD40;FAP	CD40	FAP	CET+CIT	Tchem+Tchem	0.278	0.608	0.499	0	0	1	3	1
TP00587	CD40;FLT3	CD40	FLT3	CET+CIT	Tchem+Tclin	0.469	0.691	0.543	1	0	0	1	2
TP00588	CD40;MSLN	CD40	MSLN	CET+CIT	Tbio+Tchem	0.152	0.718	1.0	0	0	0	2	1
TP00589	CD40;PDCD1	CD40	PDCD1	CET+CET	Tchem+Tclin	0.263	0.674	1.0	1	0	2	8	6
TP00590	CD40;TNFRSF9	CD40	TNFRSF9	CET+CET	Tbio+Tchem	0.204	0.762	0.837	1	0	1	1	5
TP00591	CD40;TNFSF4	CD40	TNFSF4	CET+CIT	Tbio+Tchem	0.538	0.807	0.648	1	0	2	1	2
TP00592	CD40;VEGFA	CD40	VEGFA	CET+CET	Tchem+Tclin	0.453	0.548	0.585	0	0	2	1	1
TP00593	CD47;CLDN18	CD47	CLDN18	CET+CIT	Tbio+Tchem	0.281	0.509	0.633	0	0	0	2	3
TP00594	CD47;DLL3	CD47	DLL3	CET+CIT	Tbio+Tchem	0.2	0.67	0.388	0	0	0	1	1
TP00595	CD47;EGFR	CD47	EGFR	CET+CIT	Tchem+Tclin	0.345	0.584	0.504	0	0	2	1	1
TP00596	CD47;ERBB2	CD47	ERBB2	CET+CIT	Tchem+Tclin	0.382	0.612	0.573	0	0	0	2	4
TP00597	CD47;MS4A1	CD47	MS4A1	CET+CIT	Tchem+Tclin	0.265	0.764	0.601	0	0	0	5	3
TP00598	CD47;MSLN	CD47	MSLN	CET+CIT	Tbio+Tchem	0.213	0.64	1.0	0	0	0	1	3
TP00599	CD47;NECTIN4	CD47	NECTIN4	CET+CIT	Tchem+Tclin	0.146	0.651	0.64	0	0	0	1	1
TP00600	CD47;PDCD1	CD47	PDCD1	CET+CET	Tchem+Tclin	0.216	0.575	1.0	0	0	0	6	5
TP00601	CD47;TNFRSF9	CD47	TNFRSF9	CET+CET	Tbio+Tchem	0.26	0.648	0.779	0	0	0	1	4
TP00602	CD52;MS4A1	CD52	MS4A1	CIT+CIT	Tclin+Tclin	0.192	0.669	nan	0	0	0	1	1
TP00603	CD70;MTOR	CD70	MTOR	CIT+CIT	Tbio+Tclin	0.251	0.305	0.432	0	0	0	1	1
TP00604	CD79B;FCGR2B	CD79B	FCGR2B	CIT+CIT	Tbio+Tclin	0.421	0.677	0.735	1	0	0	1	1
TP00605	CD79B;MS4A1	CD79B	MS4A1	CIT+CIT	Tclin+Tclin	0.652	0.847	0.692	0	0	0	1	2
TP00606	CD79B;VEGFA	CD79B	VEGFA	CET+CIT	Tclin+Tclin	0.264	0.527	0.618	0	0	0	1	1
TP00607	CD80;IL2RA	CD80	IL2RA	CET+CET	Tclin+Tclin	0.56	0.708	0.628	0	0	4	1	6
TP00608	CD80;IL2RB	CD80	IL2RB	CET+CET	Tclin+Tclin	0.379	0.725	0.58	0	0	3	1	1
TP00609	CD80;KDR	CD80	KDR	CET+CET	Tclin+Tclin	0.353	0.558	0.515	0	0	1	1	6
TP00610	CD80;PDCD1	CD80	PDCD1	CET+CET	Tclin+Tclin	0.298	0.836	1.0	1	0	3	1	6
TP00611	CD8A;CLDN18	CD8A	CLDN18	CET+CIT	Tbio+Tbio	0.272	0.605	0.605	1	0	0	1	1
TP00612	CD8B;CLDN18	CD8B	CLDN18	CET+CIT	Tbio+Tbio	0.217	0.574	0.652	1	0	0	1	1
TP00613	CD8B;IL2RA	CD8B	IL2RA	CET+CET	Tbio+Tclin	0.478	0.653	0.652	1	0	0	1	4
TP00614	CD8B;IL2RB	CD8B	IL2RB	CET+CET	Tbio+Tclin	0.487	0.793	0.598	0	0	0	1	4
TP00615	CD8B;IL2RG	CD8B	IL2RG	CET+CIT	Tbio+Tclin	0.588	0.772	0.576	1	0	0	1	4
TP00616	CD8B;PDCD1	CD8B	PDCD1	CET+CET	Tbio+Tclin	0.413	0.64	1.0	2	0	2	1	4
TP00617	CD9;PDCD1	CD9	PDCD1	CET+CET	Tbio+Tclin	0.253	0.519	1.0	0	0	0	1	1
TP00618	CDH17;TNFRSF10B	CDH17	TNFRSF10B	CIT+CIT	Tbio+Tbio	0.333	0.804	0.517	0	0	0	1	3
TP00619	CDK1;MS4A1	CDK1	MS4A1	CIT+CIT	Tchem+Tclin	0.245	0.545	0.4	0	0	0	1	2
TP00620	CDK1;PDCD1	CDK1	PDCD1	CET+CIT	Tchem+Tclin	0.283	0.298	1.0	0	0	0	1	1
TP00621	CDK2;ESR1	CDK2	ESR1	CIT+CIT	Tchem+Tclin	0.444	0.701	0.425	1	0	2	2	2
TP00622	CDK2;ESR2	CDK2	ESR2	CIT+CIT	Tchem+Tclin	0.49	0.56	0.373	1	0	1	2	2
TP00623	CDK2;MS4A1	CDK2	MS4A1	CIT+CIT	Tchem+Tclin	0.27	0.377	0.428	0	0	0	1	2
TP00624	CDK2;PDCD1	CDK2	PDCD1	CET+CIT	Tchem+Tclin	0.171	0.193	1.0	0	0	0	1	1
TP00625	CDK4;CYP19A1	CDK4	CYP19A1	CIT+CIT	Tclin+Tclin	0.317	0.373	0.236	0	0	1	9	2
TP00626	CDK4;EGFR	CDK4	EGFR	CIT+CIT	Tclin+Tclin	0.526	0.517	0.679	14	0	12	8	4
TP00627	CDK4;EPAS1	CDK4	EPAS1	CIT+CIT	Tclin+Tclin	0.378	0.693	0.374	1	0	1	2	1
TP00628	CDK4;ERBB2	CDK4	ERBB2	CIT+CIT	Tclin+Tclin	0.537	0.492	0.722	8	0	7	8	4
TP00629	CDK4;ERBB4	CDK4	ERBB4	CIT+CIT	Tclin+Tclin	0.488	0.509	0.724	1	0	1	2	2
TP00630	CDK4;ESR1	CDK4	ESR1	CIT+CIT	Tclin+Tclin	0.512	0.71	0.428	3	0	3	26	4
TP00631	CDK4;ESR2	CDK4	ESR2	CIT+CIT	Tclin+Tclin	0.505	0.584	0.344	3	0	3	22	4
TP00632	CDK4;IGF1	CDK4	IGF1	CIT+CIT	Tbio+Tclin	0.511	0.287	0.445	7	0	6	1	2
TP00633	CDK4;IGF2	CDK4	IGF2	CIT+CIT	Tbio+Tclin	0.527	0.259	0.474	3	0	4	1	2
TP00634	CDK4;KDR	CDK4	KDR	CET+CIT	Tclin+Tclin	0.457	0.488	0.742	1	0	3	1	3
TP00635	CDK4;KRAS	CDK4	KRAS	CIT+CIT	Tclin+Tclin	0.412	0.42	0.411	20	0	11	4	2
TP00636	CDK4;MAP2K1	CDK4	MAP2K1	CIT+CIT	Tclin+Tclin	0.471	0.527	0.818	20	0	12	5	4
TP00637	CDK4;MAP2K2	CDK4	MAP2K2	CIT+CIT	Tclin+Tclin	0.389	0.534	0.796	19	0	11	5	4
TP00638	CDK4;MAPK1	CDK4	MAPK1	CIT+CIT	Tchem+Tclin	0.508	0.546	0.814	22	3	14	2	6
TP00639	CDK4;MAPK3	CDK4	MAPK3	CIT+CIT	Tchem+Tclin	0.521	0.58	0.825	22	3	13	2	6
TP00640	CDK4;MDM2	CDK4	MDM2	CIT+CIT	Tchem+Tclin	0.485	0.71	0.515	14	2	14	1	2
